Test Name,Expected Status,Status,Error Message
library/chromium/connect-over-cdp.spec.ts › should report all pages in an existing browser,passed,unexpected,Error: browserType.connectOverCDP: connect ECONNREFUSED 127.0.0.1:9463 Call log:  - <ws preparing> retrieving websocket url from http://127.0.0.1:9463/
library/chromium/connect-over-cdp.spec.ts › should connect via https,passed,unexpected,Error: connect ECONNREFUSED 127.0.0.1:9464
library/chromium/connect-over-cdp.spec.ts › should return valid browser from context.browser(),passed,unexpected,Error: browserType.connectOverCDP: connect ECONNREFUSED 127.0.0.1:9465 Call log:  - <ws preparing> retrieving websocket url from http://127.0.0.1:9465/
library/chromium/connect-over-cdp.spec.ts › should connect to an existing cdp session when passed as a first argument,passed,unexpected,Error: browserType.connectOverCDP: connect ECONNREFUSED 127.0.0.1:9466 Call log:  - <ws preparing> retrieving websocket url from http://127.0.0.1:9466/
library/chromium/connect-over-cdp.spec.ts › should use proxy with connectOverCDP,passed,unexpected,Error: browserType.connectOverCDP: connect ECONNREFUSED 127.0.0.1:9467 Call log:  - <ws preparing> retrieving websocket url from http://127.0.0.1:9467/
library/chromium/connect-over-cdp.spec.ts › should be able to connect via localhost,passed,unexpected,AggregateError: browserType.connectOverCDP: connect ECONNREFUSED ::1:9468 connect ECONNREFUSED 127.0.0.1:9468 Call log:  - <ws preparing> retrieving websocket url from http://localhost:9468
library/chromium/connect-over-cdp.spec.ts › emulate media should not be affected by second connectOverCDP with noDefaults,passed,unexpected,AggregateError: browserType.connectOverCDP: connect ECONNREFUSED ::1:9469 connect ECONNREFUSED 127.0.0.1:9469 Call log:  - <ws preparing> retrieving websocket url from http://localhost:9469
library/chromium/connect-over-cdp.spec.ts › should allow tracing over cdp session,passed,unexpected,Error: browserType.connectOverCDP: connect ECONNREFUSED 127.0.0.1:9470 Call log:  - <ws preparing> retrieving websocket url from http://127.0.0.1:9470/
library/chromium/connect-over-cdp.spec.ts › setInputFiles should preserve lastModified timestamp,passed,unexpected,Error: browserType.connectOverCDP: connect ECONNREFUSED 127.0.0.1:9471 Call log:  - <ws preparing> retrieving websocket url from http://127.0.0.1:9471/
library/chromium/connect-over-cdp.spec.ts › setInputFiles should use local path when isLocal is set,passed,unexpected,Error: browserType.connectOverCDP: connect ECONNREFUSED 127.0.0.1:9472 Call log:  - <ws preparing> retrieving websocket url from http://127.0.0.1:9472/
library/chromium/connect-over-cdp.spec.ts › should not reuse utility worlds between two clients,passed,unexpected,Error: browserType.connectOverCDP: connect ECONNREFUSED 127.0.0.1:9473 Call log:  - <ws preparing> retrieving websocket url from http://127.0.0.1:9473/
library/chromium/connect-over-cdp.spec.ts › should get title and URL of existing page,passed,unexpected,Error: browserType.connectOverCDP: connect ECONNREFUSED 127.0.0.1:9474 Call log:  - <ws preparing> retrieving websocket url from http://127.0.0.1:9474/
library/chromium/connect-over-cdp.spec.ts › should skip default overrides with noDefaults,passed,unexpected,Error: browserType.connectOverCDP: connect ECONNREFUSED 127.0.0.1:9475 Call log:  - <ws preparing> retrieving websocket url from http://127.0.0.1:9475/
library/chromium/connect-over-cdp.spec.ts › noDefaults should not affect new contexts,passed,unexpected,Error: browserType.connectOverCDP: connect ECONNREFUSED 127.0.0.1:9476 Call log:  - <ws preparing> retrieving websocket url from http://127.0.0.1:9476/
library/chromium/connect-over-cdp.spec.ts › should connect over CDP using a ConnectionTransport,passed,unexpected,Error: connect ECONNREFUSED 127.0.0.1:9477
"library/chromium/connect-to-worker.spec.ts › should connect, evaluate, receive console and disconnect",passed,unexpected,Error: worker.evaluate: TypeError: setDispatchBufferFull is not a function at node:internal/perf/performance:241:1 at BuiltinModule.compileForInternalLoader (node:internal/bootstrap/realm:398:7) at requireBuiltin (node:internal/bootstrap/realm:429:14) at node:perf_hooks:24:5 at BuiltinModule.compileForInternalLoader (node:internal/bootstrap/realm:398:7) at requireBuiltin (node:internal/bootstrap/realm:429:14) at get performance (node:internal/util:652:15) at new UtilityScript (<anonymous>:352:29) at <anonymous>:402:16 at <anonymous>:403:9
library/chromium/css-coverage.spec.ts › should work,passed,unexpected,TypeError: coverage.startCSSCoverage: Cannot read properties of null (reading 'startCSSCoverage')
library/chromium/css-coverage.spec.ts › should report sourceURLs,passed,unexpected,TypeError: coverage.startCSSCoverage: Cannot read properties of null (reading 'startCSSCoverage')
library/chromium/css-coverage.spec.ts › should report multiple stylesheets,passed,unexpected,TypeError: coverage.startCSSCoverage: Cannot read properties of null (reading 'startCSSCoverage')
library/chromium/css-coverage.spec.ts › should report stylesheets that have no coverage,passed,unexpected,TypeError: coverage.startCSSCoverage: Cannot read properties of null (reading 'startCSSCoverage')
library/chromium/css-coverage.spec.ts › should work with media queries,passed,unexpected,TypeError: coverage.startCSSCoverage: Cannot read properties of null (reading 'startCSSCoverage')
library/chromium/css-coverage.spec.ts › should work with complicated usecases,passed,unexpected,TypeError: coverage.startCSSCoverage: Cannot read properties of null (reading 'startCSSCoverage')
library/chromium/css-coverage.spec.ts › should ignore injected stylesheets,passed,unexpected,TypeError: coverage.startCSSCoverage: Cannot read properties of null (reading 'startCSSCoverage')
library/chromium/css-coverage.spec.ts › should report stylesheets across navigations,passed,unexpected,TypeError: coverage.startCSSCoverage: Cannot read properties of null (reading 'startCSSCoverage')
library/chromium/css-coverage.spec.ts › should NOT report scripts across navigations,passed,unexpected,TypeError: coverage.startCSSCoverage: Cannot read properties of null (reading 'startCSSCoverage')
library/chromium/css-coverage.spec.ts › should work with a recently loaded stylesheet,passed,unexpected,TypeError: coverage.startCSSCoverage: Cannot read properties of null (reading 'startCSSCoverage')
library/chromium/disable-web-security.spec.ts › test utility world in popup w/ --disable-web-security,passed,unexpected,"Error: expect(page).toHaveURL(expected) failed Expected pattern: /target/ Received string: """" Timeout: 10000ms Call log:  - Expect ""toHaveURL"" with timeout 10000ms  - waiting for ""http://localhost:10563/target.html"" navigation to finish..."
library/chromium/extensions.spec.ts › MV3 › should support service worker stop and restart lifecycle,passed,unexpected,Test timeout of 15000ms exceeded.
library/chromium/extensions.spec.ts › MV3 › should give access to the service worker,passed,unexpected,Test timeout of 15000ms exceeded.
library/chromium/extensions.spec.ts › MV3 › should give access to the service worker when recording video,passed,unexpected,Test timeout of 15000ms exceeded.
library/chromium/extensions.spec.ts › MV3 › should support request/response events in the service worker,passed,unexpected,Test timeout of 15000ms exceeded.
library/chromium/extensions.spec.ts › MV3 › should report console messages from content script,passed,unexpected,Test timeout of 15000ms exceeded.
library/chromium/extensions.spec.ts › MV3 › should use custom userAgent in service worker fetch requests,passed,unexpected,Test timeout of 15000ms exceeded.
library/chromium/js-coverage.spec.ts › should work,passed,unexpected,TypeError: coverage.startJSCoverage: Cannot read properties of null (reading 'startJSCoverage')
library/chromium/js-coverage.spec.ts › should report sourceURLs,passed,unexpected,TypeError: coverage.startJSCoverage: Cannot read properties of null (reading 'startJSCoverage')
library/chromium/js-coverage.spec.ts › should ignore eval() scripts by default,passed,unexpected,TypeError: coverage.startJSCoverage: Cannot read properties of null (reading 'startJSCoverage')
library/chromium/js-coverage.spec.ts › shouldn't ignore eval() scripts if reportAnonymousScripts is true,passed,unexpected,TypeError: coverage.startJSCoverage: Cannot read properties of null (reading 'startJSCoverage')
library/chromium/js-coverage.spec.ts › should report multiple scripts,passed,unexpected,TypeError: coverage.startJSCoverage: Cannot read properties of null (reading 'startJSCoverage')
library/chromium/js-coverage.spec.ts › should NOT report scripts across navigations when enabled,passed,unexpected,TypeError: coverage.startJSCoverage: Cannot read properties of null (reading 'startJSCoverage')
library/chromium/js-coverage.spec.ts › should not hang when there is a debugger statement,passed,unexpected,TypeError: coverage.startJSCoverage: Cannot read properties of null (reading 'startJSCoverage')
library/chromium/launcher.spec.ts › should not create pages automatically,passed,unexpected,TypeError: browser.newBrowserCDPSession: crBrowser.newBrowserCDPSession is not a function
library/chromium/oopif.spec.ts › should report oopif frames,passed,unexpected,TypeError: browser.newBrowserCDPSession: crBrowser.newBrowserCDPSession is not a function
library/chromium/oopif.spec.ts › should handle oopif detach,passed,unexpected,TypeError: browser.newBrowserCDPSession: crBrowser.newBrowserCDPSession is not a function
library/chromium/oopif.spec.ts › should remove workers of a detached oopif,passed,unexpected,TypeError: browser.newBrowserCDPSession: crBrowser.newBrowserCDPSession is not a function
library/chromium/oopif.spec.ts › should not hang in unrouteAll when oopif worker is gone,passed,unexpected,TypeError: browser.newBrowserCDPSession: crBrowser.newBrowserCDPSession is not a function
library/chromium/oopif.spec.ts › should handle remote -> local -> remote transitions,passed,unexpected,TypeError: browser.newBrowserCDPSession: crBrowser.newBrowserCDPSession is not a function
library/chromium/oopif.spec.ts › should get the proper viewport,skipped,skipped,fixme
library/chromium/oopif.spec.ts › should expose function,passed,unexpected,TypeError: browser.newBrowserCDPSession: crBrowser.newBrowserCDPSession is not a function
library/chromium/oopif.spec.ts › should emulate media,passed,unexpected,TypeError: browser.newBrowserCDPSession: crBrowser.newBrowserCDPSession is not a function
library/chromium/oopif.spec.ts › should emulate offline,passed,unexpected,TypeError: browser.newBrowserCDPSession: crBrowser.newBrowserCDPSession is not a function
library/chromium/oopif.spec.ts › should support context options,passed,unexpected,TypeError: browser.newBrowserCDPSession: crBrowser.newBrowserCDPSession is not a function
library/chromium/oopif.spec.ts › should respect route,passed,unexpected,TypeError: browser.newBrowserCDPSession: crBrowser.newBrowserCDPSession is not a function
library/chromium/oopif.spec.ts › should take screenshot,passed,unexpected,TypeError: browser.newBrowserCDPSession: crBrowser.newBrowserCDPSession is not a function
library/chromium/oopif.spec.ts › should load oopif iframes with subresources and route,passed,unexpected,TypeError: browser.newBrowserCDPSession: crBrowser.newBrowserCDPSession is not a function
library/chromium/oopif.spec.ts › should report main requests,passed,unexpected,TypeError: browser.newBrowserCDPSession: crBrowser.newBrowserCDPSession is not a function
library/chromium/oopif.spec.ts › should support exposeFunction,passed,unexpected,TypeError: browser.newBrowserCDPSession: crBrowser.newBrowserCDPSession is not a function
library/chromium/oopif.spec.ts › should support addInitScript,passed,unexpected,TypeError: browser.newBrowserCDPSession: crBrowser.newBrowserCDPSession is not a function
library/chromium/oopif.spec.ts › should click a button when it overlays oopif,passed,unexpected,TypeError: browser.newBrowserCDPSession: crBrowser.newBrowserCDPSession is not a function
library/chromium/oopif.spec.ts › should report google.com frame with headed,passed,unexpected,TypeError: browser.newBrowserCDPSession: crBrowser.newBrowserCDPSession is not a function
library/chromium/oopif.spec.ts › ElementHandle.boundingBox() should work,passed,unexpected,TypeError: browser.newBrowserCDPSession: crBrowser.newBrowserCDPSession is not a function
library/chromium/oopif.spec.ts › should click,passed,unexpected,TypeError: browser.newBrowserCDPSession: crBrowser.newBrowserCDPSession is not a function
library/chromium/oopif.spec.ts › contentFrame should work,passed,unexpected,TypeError: browser.newBrowserCDPSession: crBrowser.newBrowserCDPSession is not a function
library/chromium/oopif.spec.ts › should allow cdp sessions on oopifs,passed,unexpected,TypeError: browser.newBrowserCDPSession: crBrowser.newBrowserCDPSession is not a function
library/chromium/oopif.spec.ts › should emit filechooser event for iframe,passed,unexpected,TypeError: browser.newBrowserCDPSession: crBrowser.newBrowserCDPSession is not a function
library/chromium/oopif.spec.ts › should be able to click in iframe,passed,unexpected,TypeError: browser.newBrowserCDPSession: crBrowser.newBrowserCDPSession is not a function
library/chromium/oopif.spec.ts › should not throw on exposeFunction when oopif detaches,passed,unexpected,TypeError: browser.newBrowserCDPSession: crBrowser.newBrowserCDPSession is not a function
library/chromium/session.spec.ts › should work,passed,unexpected,TypeError: browserContext.newCDPSession: crBrowserContext.newCDPSession is not a function
library/chromium/session.spec.ts › should send events,passed,unexpected,TypeError: browserContext.newCDPSession: crBrowserContext.newCDPSession is not a function
library/chromium/session.spec.ts › should enable and disable domains independently,passed,unexpected,TypeError: browserContext.newCDPSession: crBrowserContext.newCDPSession is not a function
library/chromium/session.spec.ts › should be able to detach session,passed,unexpected,TypeError: browserContext.newCDPSession: crBrowserContext.newCDPSession is not a function
library/chromium/session.spec.ts › should throw nice errors,passed,unexpected,TypeError: browserContext.newCDPSession: crBrowserContext.newCDPSession is not a function
library/chromium/session.spec.ts › should work with main frame,passed,unexpected,TypeError: browserContext.newCDPSession: crBrowserContext.newCDPSession is not a function
library/chromium/session.spec.ts › should throw if target is part of main,passed,unexpected,"Error: expect(received).toContain(expected) // indexOf Expected substring: ""This frame does not have a separate CDP session, it is a part of the parent frame's session"" Received string: ""browserContext.newCDPSession: crBrowserContext.newCDPSession is not a function"""
library/chromium/session.spec.ts › should not break page.close(),passed,unexpected,TypeError: browserContext.newCDPSession: crBrowserContext.newCDPSession is not a function
library/chromium/session.spec.ts › should detach when page closes,passed,unexpected,TypeError: browserContext.newCDPSession: crBrowserContext.newCDPSession is not a function
library/chromium/session.spec.ts › should reject protocol calls when page closes,passed,unexpected,TypeError: browserContext.newCDPSession: crBrowserContext.newCDPSession is not a function
library/chromium/session.spec.ts › should emit event for each CDP event,passed,unexpected,TypeError: browserContext.newCDPSession: crBrowserContext.newCDPSession is not a function
library/chromium/session.spec.ts › should emit close event when session is detached,passed,unexpected,TypeError: browserContext.newCDPSession: crBrowserContext.newCDPSession is not a function
library/chromium/session.spec.ts › should emit close event when page closes,passed,unexpected,TypeError: browserContext.newCDPSession: crBrowserContext.newCDPSession is not a function
library/chromium/session.spec.ts › should work with newBrowserCDPSession,passed,unexpected,TypeError: browser.newBrowserCDPSession: crBrowser.newBrowserCDPSession is not a function
library/chromium/tracing.spec.ts › should output a trace,passed,unexpected,TypeError: browser.startTracing: crBrowser.startTracing is not a function
library/chromium/tracing.spec.ts › should create directories as needed,passed,unexpected,TypeError: browser.startTracing: crBrowser.startTracing is not a function
library/chromium/tracing.spec.ts › should run with custom categories if provided,passed,unexpected,TypeError: browser.startTracing: crBrowser.startTracing is not a function
library/chromium/tracing.spec.ts › should throw if tracing on two pages,passed,unexpected,TypeError: browser.startTracing: crBrowser.startTracing is not a function
library/chromium/tracing.spec.ts › should return a buffer,passed,unexpected,TypeError: browser.startTracing: crBrowser.startTracing is not a function
library/chromium/tracing.spec.ts › should work without options,passed,unexpected,TypeError: browser.startTracing: crBrowser.startTracing is not a function
library/chromium/tracing.spec.ts › should support a buffer without a path,passed,unexpected,TypeError: browser.startTracing: crBrowser.startTracing is not a function
library/client-certificates.spec.ts › browser › should not intercept TLS for origins without a client certificate,passed,unexpected,TypeError: Cannot read properties of null (reading 'subjectName')
library/client-certificates.spec.ts › browser › should intercept TLS and send no client certificate when noCertificate is set for the visited origin,passed,unexpected,TypeError: Cannot read properties of null (reading 'subjectName')
library/client-certificates.spec.ts › browser › persistentContext › should intercept TLS and send no client certificate when noCertificate is set for the visited origin,passed,unexpected,TypeError: Cannot read properties of null (reading 'subjectName')
library/defaultbrowsercontext-1.spec.ts › context.cookies() should work @smoke,passed,unexpected,"Error: expect(received).toEqual(expected) // deep equality - Expected - 1 + Received + 1 @@ -3,10 +3,10 @@  ""domain"": ""localhost"",  ""expires"": -1,  ""httpOnly"": false,  ""name"": ""username"",  ""path"": ""/"", - ""sameSite"": ""Lax"", + ""sameSite"": ""None"",  ""secure"": false,  ""value"": ""John Doe"",  },  ]"
library/defaultbrowsercontext-1.spec.ts › should support bypassCSP option,passed,unexpected,Error: page.evaluate: ReferenceError: __injected is not defined
library/defaultbrowsercontext-1.spec.ts › should support javascriptEnabled option,passed,unexpected,TypeError: Cannot read properties of null (reading 'message')
library/defaultbrowsercontext-1.spec.ts › should support httpCredentials option,passed,unexpected,Error: expect(received).toBe(expected) // Object.is equality Expected: 200 Received: 401
library/defaultbrowsercontext-2.spec.ts › should support hasTouch option,passed,unexpected,Error: expect(received).toBe(expected) // Object.is equality Expected: true Received: false
library/defaultbrowsercontext-2.spec.ts › should work in persistent context,passed,unexpected,Error: expect(received).toBe(expected) // Object.is equality Expected: 980 Received: 320
library/defaultbrowsercontext-2.spec.ts › should support colorScheme option,passed,unexpected,Error: expect(received).toBe(expected) // Object.is equality Expected: false Received: true
library/defaultbrowsercontext-2.spec.ts › should support reducedMotion option,passed,unexpected,Error: expect(received).toBe(expected) // Object.is equality Expected: true Received: false
library/defaultbrowsercontext-2.spec.ts › should support forcedColors option,passed,unexpected,Error: expect(received).toBe(expected) // Object.is equality Expected: true Received: false
library/defaultbrowsercontext-2.spec.ts › should support contrast option,passed,unexpected,Error: expect(received).toBe(expected) // Object.is equality Expected: true Received: false
library/defaultbrowsercontext-2.spec.ts › should support extraHTTPHeaders option,passed,unexpected,"Error: Fetch.continueRequest {""requestId"":""interception-job-2.0""} D314C58EBA8287E4705F15DD0BC82F6A call rejected because the connection has been closed."
library/defaultbrowsercontext-2.spec.ts › should have passed URL when launching with ignoreDefaultArgs: true,passed,unexpected,Test timeout of 15000ms exceeded.
library/defaultbrowsercontext-2.spec.ts › should handle exception,passed,unexpected,Test timeout of 15000ms exceeded.
library/defaultbrowsercontext-2.spec.ts › coverage should work,passed,unexpected,TypeError: coverage.startJSCoverage: Cannot read properties of null (reading 'startJSCoverage')
library/download.spec.ts › download event › should report download when navigation turns into download @smoke,passed,unexpected,"Error: expect(received).toContain(expected) // indexOf Expected substring: ""Download is starting"" Received string: ""page.goto: Protocol error (browsingContext.navigate): unknown error Message: net::ERR_ABORTED at http://localhost:9723/download Call log:  - navigating to \""http://localhost:9723/download\"", waiting until \""load\"" """
library/download.spec.ts › download event › should work with Cross-Origin-Opener-Policy,passed,unexpected,"Error: expect(received).toContain(expected) // indexOf Expected substring: ""Download is starting"" Received string: ""page.goto: Protocol error (browsingContext.navigate): unknown error Message: net::ERR_ABORTED at http://localhost:9735/downloadWithCOOP Call log:  - navigating to \""http://localhost:9735/downloadWithCOOP\"", waiting until \""load\"" """
library/download.spec.ts › download event › should report new window downloads,passed,unexpected,Test timeout of 15000ms exceeded.
library/download.spec.ts › download event › should be able to cancel pending downloads,passed,unexpected,Test timeout of 15000ms exceeded.
library/emulation-focus.spec.ts › should focus popups by default,passed,unexpected,Error: expect(received).toBe(expected) // Object.is equality Expected: true Received: false
library/emulation-focus.spec.ts › should not affect screenshots,passed,unexpected,"Error: A snapshot doesn't exist at /home/runner/work/playwright/playwright/tests/library/emulation-focus.spec.ts-snapshots/screenshot-sanity-bidi-chromium.png, writing actual."
library/geolocation.spec.ts › should use context options for popup,passed,unexpected,Test timeout of 15000ms exceeded.
library/har-websocket.spec.ts › should only have one websocket entry,passed,unexpected,Error: expect(received).toBe(expected) // Object.is equality Expected: 1 Received: 0
library/har-websocket.spec.ts › should include websocket handshake headers and status,passed,unexpected,TypeError: Cannot read properties of undefined (reading '_resourceType')
library/har-websocket.spec.ts › should embed websocket messages,passed,unexpected,TypeError: Cannot read properties of undefined (reading 'response')
library/har-websocket.spec.ts › should attach websocket messages,passed,unexpected,TypeError: Cannot read properties of undefined (reading 'response')
library/har-websocket.spec.ts › should attach websocket messages for a still open websocket after stopping,passed,unexpected,Test timeout of 15000ms exceeded.
library/har-websocket.spec.ts › should omit websocket messages,passed,unexpected,TypeError: Cannot read properties of undefined (reading 'response')
library/har-websocket.spec.ts › should record websocket connection failure,passed,unexpected,Test timeout of 15000ms exceeded.
library/har-websocket.spec.ts › should record websocket handshake failure,passed,unexpected,TypeError: Cannot read properties of undefined (reading '_resourceType')
library/har-websocket.spec.ts › should still capture websocket when route passes messages through,passed,unexpected,Error: expect(received).toBe(expected) // Object.is equality Expected: 1 Received: 0
library/har-websocket.spec.ts › should still allow routeWebSocket to modify messages when capturing HAR,passed,unexpected,Error: expect(received).toBe(expected) // Object.is equality Expected: 1 Received: 0
library/har-websocket.spec.ts › should respect PLAYWRIGHT_HAR_NO_WEBSOCKET_FRAMES,passed,unexpected,TypeError: Cannot read properties of undefined (reading '_resourceType')
library/har.spec.ts › should include postData,passed,unexpected,"Error: expect(received).toEqual(expected) // deep equality Expected: {""mimeType"": ""text/plain;charset=UTF-8"", ""params"": [], ""text"": ""Hello""} Received: undefined"
library/har.spec.ts › should include binary postData,passed,unexpected,"Error: expect(received).toEqual(expected) // deep equality Expected: {""mimeType"": ""application/octet-stream"", ""params"": [], ""text"": """"} Received: undefined"
library/har.spec.ts › should include form params,passed,unexpected,TypeError: Cannot read properties of undefined (reading 'request')
library/har.spec.ts › should include cookies,passed,unexpected,"Error: expect(received).toEqual(expected) // deep equality - Expected - 18 + Received + 1 - Array [ - Object { - ""name"": ""name1"", - ""value"": ""\""value1\"""", - }, - Object { - ""name"": ""name2"", - ""value"": ""val\""ue2"", - }, - Object { - ""name"": ""name3"", - ""value"": ""val=ue3"", - }, - Object { - ""name"": ""name4"", - ""value"": ""val,ue4"", - }, - ] + Array []"
library/har.spec.ts › should include set-cookies,passed,unexpected,"Error: expect(received).toEqual(expected) // deep equality - Expected - 1 + Received + 3  Object { - ""httpOnly"": true, + ""domain"": ""example.com"", + ""expires"": ""2026-09-26T01:26:06.460Z"",  ""name"": ""name1"", + ""path"": ""/"",  ""value"": ""value1"",  }"
library/har.spec.ts › should include set-cookies with comma,passed,unexpected,"Error: expect(received).toEqual(expected) // deep equality - Expected - 1 + Received + 2  Object {  ""name"": ""name1"", - ""value"": ""val, ue1"", + ""value"": ""val, ue1 + name2=val, ue2"",  }"
library/har.spec.ts › should include sizes,passed,unexpected,Error: expect(received).toBe(expected) // Object.is equality Expected: 96 Received: 294
library/har.spec.ts › should report the correct response body size when the bodySize is 0,passed,unexpected,Error: expect(received).toBe(expected) // Object.is equality Expected: 0 Received: 197
library/har.spec.ts › should have popup requests,passed,unexpected,Error: expect(received).toBe(expected) // Object.is equality Expected: 2 Received: 1
library/har.spec.ts › should have connection details,passed,unexpected,TypeError: expect(received).toMatch(expected) Matcher error: received value must be a string Received has value: undefined
library/har.spec.ts › should have security details,passed,unexpected,TypeError: expect(received).toMatch(expected) Matcher error: received value must be a string Received has value: undefined
library/har.spec.ts › should have connection details for redirects,passed,unexpected,TypeError: expect(received).toMatch(expected) Matcher error: received value must be a string Received has value: undefined
library/har.spec.ts › should have connection details for failed requests,passed,unexpected,TypeError: expect(received).toMatch(expected) Matcher error: received value must be a string Received has value: undefined
library/har.spec.ts › should return server address directly from response,passed,unexpected,TypeError: Cannot destructure property 'ipAddress' of '(intermediate value)' as it is null.
library/har.spec.ts › should return security details directly from response,passed,unexpected,"Error: expect(received).toEqual(expected) // deep equality Expected: {""issuer"": ""playwright-test"", ""protocol"": ""TLS 1.3"", ""subjectName"": ""playwright-test"", ""validFrom"": 1691708270, ""validTo"": 2007068270} Received: null"
library/har.spec.ts › should record resource type,passed,unexpected,"Error: expect(received).toMatchObject(expected) - Expected - 1 + Received + 1 @@ -1,8 +1,8 @@  Object {  ""http://localhost:9859/resource-type-fetch"": ""fetch"", - ""http://localhost:9859/resource-type-font.woff2"": ""font"", + ""http://localhost:9859/resource-type-font.woff2"": ""other"",  ""http://localhost:9859/resource-type-image.png"": ""image"",  ""http://localhost:9859/resource-type-script.js"": ""script"",  ""http://localhost:9859/resource-type-stylesheet.css"": ""stylesheet"",  ""http://localhost:9859/resource-type-xhr"": ""xhr"",  ""http://localhost:9859/resource-types.html"": ""document"","
library/heap.spec.ts › test #0 to request page and context,passed,unexpected,"Error: Fetch.continueRequest {""requestId"":""interception-job-2.0""} 7763406904E6A1C491040427B30904A7 call rejected because the connection has been closed."
library/hit-target.spec.ts › should detect overlaid element in a transformed iframe,passed,unexpected,"Error: expect(received).toContain(expected) // indexOf Expected substring: ""<section>Overlay</section> intercepts pointer events"" Received string: ""locator.click: Timeout 5000ms exceeded. Call log:  - waiting for locator('iframe').contentFrame().locator('div')  - locator resolved to <div>Target</div>  - attempting click action  2 × waiting for element to be visible, enabled and stable  - element is visible, enabled and stable  - scrolling into view if needed  - done scrolling  - element is not visible  - retrying click action  - waiting 20ms  2 × waiting for element to be visible, enabled and stable  - element is visible, enabled and stable  - scrolling into view if needed "
library/ignorehttpserrors.spec.ts › should work @smoke,passed,unexpected,"Error: Fetch.continueRequest {""requestId"":""interception-job-2.0""} 6174BB5B4A8AF4EA0B54E3D490714D71 call rejected because the connection has been closed."
library/ignorehttpserrors.spec.ts › should isolate contexts,passed,unexpected,"Error: Fetch.continueRequest {""requestId"":""interception-job-2.0""} C1577678EF155BA18342CD102087F200 call rejected because the connection has been closed."
library/ignorehttpserrors.spec.ts › serviceWorker should intercept document request,skipped,skipped,fixme: Failed to register a ServiceWorker: An SSL certificate error occurred when fetching the script.
library/locator-generator.spec.ts › reverse engineer internal:has-text locators,passed,unexpected,TypeError: browserContext._showRecorder: Cannot read properties of undefined (reading '_client')
library/locator-highlight.spec.ts › highlight should resolve relative to the frame of the locator,passed,unexpected,TypeError: Cannot read properties of null (reading 'locator')
library/multiclient.spec.ts › should not allow parallel js coverage and cleanup upon disconnect,passed,unexpected,TypeError: coverage.startJSCoverage: Cannot read properties of null (reading 'startJSCoverage')
library/multiclient.spec.ts › should not allow parallel css coverage,passed,unexpected,TypeError: coverage.startCSSCoverage: Cannot read properties of null (reading 'startCSSCoverage')
library/multiclient.spec.ts › last emulateMedia wins,passed,unexpected,Error: expect(received).toBe(expected) // Object.is equality Expected: false Received: true
library/multiclient.spec.ts › should chain routes with changed url,skipped,skipped,fixme
library/page-clock.spec.ts › runFor › triggers simultaneous timers,passed,unexpected,"Error: expect(received).toHaveLength(expected) Expected length: 2 Received length: 1 Received array: [{""params"": []}]"
library/page-clock.spec.ts › runFor › triggers multiple simultaneous timers,passed,unexpected,Error: expect(received).toBe(expected) // Object.is equality Expected: 4 Received: 1
library/page-clock.spec.ts › runFor › creates updated Date while ticking,passed,unexpected,"Error: expect(received).toEqual(expected) // deep equality - Expected - 15 + Received + 0 @@ -32,21 +32,6 @@  Object {  ""params"": Array [  70,  ],  }, - Object { - ""params"": Array [ - 80, - ], - }, - Object { - ""params"": Array [ - 90, - ], - }, - Object { - ""params"": Array [ - 100, - ], - },  ]"
library/page-clock.spec.ts › runFor › passes 8 seconds,passed,unexpected,Error: expect(received).toBe(expected) // Object.is equality Expected: 2 Received: 1
library/page-clock.spec.ts › runFor › passes 1 minute,passed,unexpected,Error: expect(received).toBe(expected) // Object.is equality Expected: 10 Received: 8
library/page-clock.spec.ts › stubTimers › replaces global setInterval,passed,unexpected,Error: expect(received).toBe(expected) // Object.is equality Expected: 2 Received: 1
library/page-close.spec.ts › expect should not print timed out error message when page closes,passed,unexpected,Test timeout of 15000ms exceeded.
library/page-close.spec.ts › should reject all promises when page is closed,passed,unexpected,"Error: expect(received).toContain(expected) // indexOf Expected substring: ""Target page, context or browser has been closed"" Received string: ""page.evaluate: Execution context was destroyed, most likely because of a navigation"""
library/page-close.spec.ts › interrupt request.response() and request.allHeaders() on page.close,passed,unexpected,Error: expect(received).toContain(expected) // indexOf Matcher error: received value must not be null nor undefined Received has value: undefined
library/page-event-crash.spec.ts › should reject in-flight worker.evaluate when page crashes,skipped,skipped,fixme
library/pdf.spec.ts › should be able to generate outline,passed,unexpected,Error: expect(received).toBeGreaterThan(expected) Expected: > 8023 Received: 8023
library/permissions.spec.ts › storage access,passed,unexpected,"Error: expect(received).toBe(expected) // Object.is equality Expected: ""granted"" Received: ""prompt"""
library/popup.spec.ts › should inherit user agent from browser context @smoke,passed,unexpected,"Error: expect(received).toBe(expected) // Object.is equality Expected: ""hey"" Received: ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/155.0.0.0 Safari/537.36"""
library/popup.spec.ts › should respect routes from browser context,passed,unexpected,Error: expect(received).toBe(expected) // Object.is equality Expected: true Received: false
library/popup.spec.ts › should inherit http credentials from browser context,passed,unexpected,"Error: expect(received).toBe(expected) // Object.is equality Expected: ""Woof-Woof"" Received: """""
