Test Name,Expected Status,Status,Error Message
library/browsercontext-clearcookies.spec.ts › should remove cookies by name regex,passed,unexpected,"Error: expect(received).toBe(expected) // Object.is equality Expected: ""cookie2=2"" Received: ""cookie1=1; cookie2=2"""
library/browsercontext-clearcookies.spec.ts › should remove cookies by domain,passed,unexpected,"Error: expect(received).toBe(expected) // Object.is equality Expected: """" Received: ""cookie2=2"""
library/browsercontext-clearcookies.spec.ts › should remove cookies by path,passed,unexpected,"Error: expect(received).toBe(expected) // Object.is equality Expected: ""cookie3=3"" Received: ""cookie1=1; cookie3=3"""
library/browsercontext-clearcookies.spec.ts › should remove cookies by name and domain,passed,unexpected,"Error: expect(received).toBe(expected) // Object.is equality Expected: """" Received: ""cookie1=1"""
library/browsercontext-clearcookies.spec.ts › should not transiently delete non-matching cookies when filtering,passed,unexpected,"Error: expect(received).toEqual(expected) // deep equality - Expected - 3 + Received + 1 - Array [ - ""deleted delete_me"", - ] + Array [] Call Log: - Timeout 10000ms exceeded while waiting on the predicate"
library/browsercontext-clearcookies.spec.ts › should remove partitioned cookies by name,passed,unexpected,"Error: expect(received).toEqual(expected) // deep equality - Expected - 4 + Received + 16  Array [ - ObjectContaining { + Object { + ""domain"": ""localhost"", + ""expires"": -1, + ""httpOnly"": false,  ""name"": ""delete_me"", - ""partitionKey"": ""https://localhost"", + ""path"": ""/"", + ""sameSite"": ""None"", + ""secure"": true, + ""value"": ""1"",  }, - ObjectContaining { + Object { + ""domain"": ""localhost"", + ""expires"": -1, + ""httpOnly"": false,  ""name"": ""keep_me"", - ""partitionKey"": ""https://localhost"", + ""path"": ""/"", + ""sameSite"": ""None"", + ""secure"": true, + ""value"": ""2"",  },  ]"
library/browsercontext-cookies-third-party.spec.ts › save/load third party 'Partitioned;' cookies,passed,unexpected,Error: Cookie top-level-partitioned has partitionKey undefined but expected https://localhost.
library/browsercontext-cookies-third-party.spec.ts › add 'Partitioned;' cookie via API,passed,unexpected,"Error: expect(locator).toHaveText(expected) failed Locator: locator('iframe').contentFrame().locator('body') Expected: ""Received cookie: frame-non-partitioned=value; frame-partitioned=value; top-level-non-partitioned=value"" Received: ""Received cookie: frame-non-partitioned=value; top-level-non-partitioned=value"" Timeout: 1000ms Call log:  - Expect ""soft toHaveText"" locator('iframe').contentFrame().locator('body') with timeout 1000ms  - waiting for locator('iframe').contentFrame().locator('body')  7 × locator resolved to <body>Received cookie: frame-non-partitioned=value; top…</body>  - unexpected value ""Received cookie: frame-non-partitioned=value; top-level-non-partitioned=value"""
library/browsercontext-cookies-third-party.spec.ts › top level 'Partitioned;' cookie and same origin iframe,passed,unexpected,"Error: expect(locator).toHaveText(expected) failed Locator: locator('iframe').contentFrame().locator('iframe').contentFrame().locator('body') Expected: ""Received cookie: top-level-non-partitioned=value"" Received: ""Received cookie: top-level-non-partitioned=value; top-level=value"" Timeout: 1000ms Call log:  - Expect ""soft toHaveText"" locator('iframe').contentFrame().locator('iframe').contentFrame().locator('body') with timeout 1000ms  - waiting for locator('iframe').contentFrame().locator('iframe').contentFrame().locator('body')  5 × locator resolved to <body>Received cookie: top-level-non-partitioned=value;…</body>  - unexpected value ""Received cookie: top-level-non-partitioned=value; top-level=value"""
library/browsercontext-cookies.spec.ts › should get a cookie @smoke,passed,unexpected,"Error: expect(received).toEqual(expected) // deep equality - Expected - 1 + Received + 1 @@ -3,10 +3,10 @@  ""domain"": ""localhost"",  ""expires"": -1,  ""httpOnly"": false,  ""name"": ""username"",  ""path"": ""/"", - ""sameSite"": ""Lax"", + ""sameSite"": ""None"",  ""secure"": false,  ""value"": ""John Doe"",  },  ]"
library/browsercontext-cookies.spec.ts › should get a non-session cookie,passed,unexpected,"Error: expect(received).toEqual(expected) // deep equality - Expected - 1 + Received + 1 @@ -2,9 +2,9 @@  ""domain"": ""localhost"",  ""expires"": Anything,  ""httpOnly"": false,  ""name"": ""username"",  ""path"": ""/"", - ""sameSite"": ""Lax"", + ""sameSite"": ""None"",  ""secure"": false,  ""value"": ""John Doe"",  }"
library/browsercontext-cookies.spec.ts › should get multiple cookies,passed,unexpected,"Error: expect(received).toEqual(expected) // deep equality - Expected - 6 + Received + 6  Set {  Object {  ""domain"": ""localhost"",  ""expires"": -1,  ""httpOnly"": false, - ""name"": ""password"", + ""name"": ""username"",  ""path"": ""/"", - ""sameSite"": ""Lax"", + ""sameSite"": ""None"",  ""secure"": false, - ""value"": ""1234"", + ""value"": ""John Doe"",  },  Object {  ""domain"": ""localhost"",  ""expires"": -1,  ""httpOnly"": false, - ""name"": ""username"", + ""name"": ""password"",  ""path"": ""/"", - ""sameSite"": ""Lax"", + ""sameSite"": ""None"",  ""secure"": false, - ""value"": ""John Doe"", + ""value"": ""1234"",  },  }"
library/browsercontext-cookies.spec.ts › should parse cookie with large Max-Age correctly,passed,unexpected,"Error: expect(received).toEqual(expected) // deep equality - Expected - 1 + Received + 1 @@ -3,10 +3,10 @@  ""domain"": ""localhost"",  ""expires"": Any<Number>,  ""httpOnly"": false,  ""name"": ""cookie1"",  ""path"": ""/"", - ""sameSite"": ""Lax"", + ""sameSite"": ""None"",  ""secure"": false,  ""value"": ""value1"",  },  ]"
library/browsercontext-cookies.spec.ts › iframe should inherit cookies from parent,passed,unexpected,"Error: expect(locator).toContainText(expected) failed Locator: locator('body') Timeout: 10000ms - Expected substring - 1 + Received string + 4 - testCookie=value + no cookies +   +   +   Call log:  - Expect ""toContainText"" locator('body') with timeout 10000ms  - waiting for locator('body')  23 × locator resolved to <body>…</body>  - unexpected value ""no cookies      """
library/browsercontext-credentials.spec.ts › should fail without credentials,passed,unexpected,Error: expect(received).toContain(expected) // indexOf Matcher error: received value must not be null nor undefined Received has value: undefined
library/browsercontext-credentials.spec.ts › should work with setHTTPCredentials,passed,unexpected,Error: expect(received).toContain(expected) // indexOf Matcher error: received value must not be null nor undefined Received has value: undefined
library/browsercontext-credentials.spec.ts › should work with setHTTPCredentials and multiple credentials,passed,unexpected,Error: expect(received).toBe(expected) // Object.is equality Expected: 200 Received: 401
library/browsercontext-credentials.spec.ts › should work with correct credentials @smoke,passed,unexpected,Error: expect(received).toBe(expected) // Object.is equality Expected: 200 Received: 401
library/browsercontext-credentials.spec.ts › should return resource body,passed,unexpected,Error: expect(received).toBe(expected) // Object.is equality Expected: 200 Received: 401
library/browsercontext-credentials.spec.ts › should work with a single credential in an array,passed,unexpected,Error: expect(received).toBe(expected) // Object.is equality Expected: 200 Received: 401
library/browsercontext-credentials.spec.ts › should work with multiple credentials for different origins,passed,unexpected,Error: expect(received).toBe(expected) // Object.is equality Expected: 200 Received: 401
library/browsercontext-credentials.spec.ts › should fall back to credentials without origin,passed,unexpected,Error: expect(received).toBe(expected) // Object.is equality Expected: 200 Received: 401
library/browsercontext-credentials.spec.ts › should work with correct credentials and matching origin,passed,unexpected,Error: expect(received).toBe(expected) // Object.is equality Expected: 200 Received: 401
library/browsercontext-credentials.spec.ts › should work with correct credentials and matching origin case insensitive,passed,unexpected,Error: expect(received).toBe(expected) // Object.is equality Expected: 200 Received: 401
library/browsercontext-credentials.spec.ts › should fail with correct credentials and mismatching scheme,passed,unexpected,Error: expect(received).toContain(expected) // indexOf Matcher error: received value must not be null nor undefined Received has value: undefined
library/browsercontext-credentials.spec.ts › should fail with correct credentials and mismatching hostname,passed,unexpected,Error: expect(received).toContain(expected) // indexOf Matcher error: received value must not be null nor undefined Received has value: undefined
library/browsercontext-credentials.spec.ts › should fail with correct credentials and mismatching port,passed,unexpected,Error: expect(received).toContain(expected) // indexOf Matcher error: received value must not be null nor undefined Received has value: undefined
library/browsercontext-credentials.spec.ts › should not override Authorization header set by the page,passed,unexpected,Error: expect(received).toBe(expected) // Object.is equality Expected: 200 Received: 401
library/browsercontext-csp.spec.ts › should bypass CSP meta tag @smoke,passed,unexpected,Error: expect(received).toBe(expected) // Object.is equality Expected: 42 Received: undefined
library/browsercontext-csp.spec.ts › should bypass CSP header,passed,unexpected,Error: expect(received).toBe(expected) // Object.is equality Expected: 42 Received: undefined
library/browsercontext-csp.spec.ts › should bypass after cross-process navigation,passed,unexpected,Error: expect(received).toBe(expected) // Object.is equality Expected: 42 Received: undefined
library/browsercontext-csp.spec.ts › should bypass CSP in iframes as well,passed,unexpected,Error: expect(received).toBe(expected) // Object.is equality Expected: 42 Received: undefined
library/browsercontext-events.spec.ts › console event should work with element handles,passed,unexpected,Error: elementHandle.evaluate: TypeError: Cannot read properties of undefined (reading 'nodeName')
library/browsercontext-events.spec.ts › dialog event should work in popup 2,passed,unexpected,"Error: expect(received).toBe(expected) // Object.is equality Expected: null Received: {""_guid"": ""page@e20d5ca964721ae336676f00058c2c48"", ""_type"": ""Page""}"
library/browsercontext-events.spec.ts › dialog event should work with inline script tag,passed,unexpected,Test timeout of 15000ms exceeded.
library/browsercontext-events.spec.ts › weberror event should include location,passed,unexpected,"Error: Fetch.continueRequest {""requestId"":""interception-job-3.0""} 2A2DBDBB48D2DCA8E922F97EE65B7D90 call rejected because the connection has been closed."
library/browsercontext-events.spec.ts › pageload event should work @smoke,passed,unexpected,"Error: Fetch.continueRequest {""requestId"":""interception-job-2.0""} C8732158BA46C6DD7209382B13062FA4 call rejected because the connection has been closed."
library/browsercontext-events.spec.ts › framenavigated event should work @smoke,passed,unexpected,"Error: Fetch.continueRequest {""requestId"":""interception-job-2.0""} 479C8941975FEFE32AAE73E15FC2245F call rejected because the connection has been closed."
library/browsercontext-fetch.spec.ts › should work with connectOverCDP,passed,unexpected,Error: browserType.connectOverCDP: connect ECONNREFUSED 127.0.0.1:9386 Call log:  - <ws preparing> retrieving websocket url from http://127.0.0.1:9386/
library/browsercontext-har.spec.ts › should round-trip har with postData,passed,unexpected,"Error: expect(received).toBe(expected) // Object.is equality Expected: ""2"" Received: ""1"""
library/browsercontext-har.spec.ts › should record overridden requests to har,passed,unexpected,"Error: expect(received).toBe(expected) // Object.is equality Expected: ""11"" Received: ""10"""
library/browsercontext-har.spec.ts › should record single set-cookie headers,passed,unexpected,"Error: expect(received).toBe(expected) // Object.is equality Expected: ""first=foo"" Received: """""
library/browsercontext-har.spec.ts › should record multiple set-cookie headers,passed,unexpected,Test timeout of 15000ms exceeded.
library/browsercontext-network-event.spec.ts › BrowserContext.Events.Request,passed,unexpected,"Error: expect(received).toEqual(expected) // deep equality - Expected - 1 + Received + 0  Array [  ""http://localhost:9131/empty.html"",  ""http://localhost:9131/one-style.html"", - ""http://localhost:9131/one-style.css"",  ]"
library/browsercontext-network-event.spec.ts › BrowserContext.Events.Response,passed,unexpected,"Error: expect(received).toEqual(expected) // deep equality - Expected - 1 + Received + 0  Array [  ""http://localhost:9135/empty.html"",  ""http://localhost:9135/one-style.html"", - ""http://localhost:9135/one-style.css"",  ]"
library/browsercontext-network-event.spec.ts › BrowserContext.Events.RequestFailed,passed,unexpected,"Error: Fetch.continueRequest {""requestId"":""interception-job-3.0""} D7458AA4510C36F4CBD7C8FB3FD1E44D call rejected because the connection has been closed."
library/browsercontext-network-event.spec.ts › BrowserContext.Events.RequestFinished,passed,unexpected,"Error: Fetch.continueRequest {""requestId"":""interception-job-2.0""} FA20A332C7817ED586EC8EDE30DA7042 call rejected because the connection has been closed."
library/browsercontext-network-event.spec.ts › should fire events in proper order,passed,unexpected,"Error: Fetch.continueRequest {""requestId"":""interception-job-2.0""} 4760C6ED8CB770A9C53AD41E0375E7E7 call rejected because the connection has been closed."
library/browsercontext-page-event.spec.ts › should have url,passed,unexpected,"Error: expect(received).toBe(expected) // Object.is equality Expected: ""http://localhost:9151/empty.html"" Received: ""about:blank"""
library/browsercontext-page-event.spec.ts › should have url after domcontentloaded,passed,unexpected,"Error: Fetch.continueRequest {""requestId"":""interception-job-1.0""} 2816A04FD953963519615C9671D78C1D call rejected because the connection has been closed."
library/browsercontext-page-event.spec.ts › should have about:blank url with domcontentloaded,passed,unexpected,Test timeout of 15000ms exceeded.
library/browsercontext-page-event.spec.ts › should have about:blank for empty url with domcontentloaded,passed,unexpected,Test timeout of 15000ms exceeded.
library/browsercontext-page-event.spec.ts › should report when a new page is created and closed,passed,unexpected,"Error: expect(received).toContain(expected) // indexOf Expected substring: ""http://127.0.0.1:9179"" Received string: ""about:blank"""
library/browsercontext-page-event.spec.ts › should not crash while redirecting of original request was missed,passed,unexpected,"Error: Fetch.continueRequest {""requestId"":""interception-job-1.0""} DE02F5E3074083EDFBE00DDAD4600941 call rejected because the connection has been closed."
library/browsercontext-page-event.spec.ts › should have an opener,passed,unexpected,"Error: expect(received).toBe(expected) // Object.is equality Expected: ""http://localhost:9187/popup/popup.html"" Received: ""about:blank"""
library/browsercontext-page-event.spec.ts › should fire page lifecycle events,passed,unexpected,"Error: Fetch.continueRequest {""requestId"":""interception-job-2.0""} DB3857559A47951A67A0BCADBD0D25EE call rejected because the connection has been closed."
library/browsercontext-pages.spec.ts › should close page while a reload is committing,skipped,skipped,fixme: Chromium loses the close when the reload commits into a new RenderFrameHost; fix is not rolled yet
library/browsercontext-proxy.spec.ts › should proxy local network requests › with other bypasses › localhost,passed,unexpected,"Error: page.goto: Protocol error (browsingContext.navigate): unknown error Message: net::ERR_CONNECTION_REFUSED at http://localhost:55555/target-true-localhost.html Call log:  - navigating to ""http://localhost:55555/target-true-localhost.html"", waiting until ""load"""
library/browsercontext-proxy.spec.ts › should proxy local network requests › with other bypasses › loopback address,passed,unexpected,"Error: page.goto: Protocol error (browsingContext.navigate): unknown error Message: net::ERR_CONNECTION_REFUSED at http://127.0.0.1:55555/target-true-127.0.0.1.html Call log:  - navigating to ""http://127.0.0.1:55555/target-true-127.0.0.1.html"", waiting until ""load"""
library/browsercontext-proxy.spec.ts › should proxy local network requests › with other bypasses › link-local,passed,unexpected,Test timeout of 15000ms exceeded.
library/browsercontext-proxy.spec.ts › should use proxy for https urls,passed,unexpected,Test timeout of 15000ms exceeded.
library/browsercontext-proxy.spec.ts › should authenticate,passed,unexpected,Test timeout of 15000ms exceeded.
library/browsercontext-proxy.spec.ts › should authenticate with empty password,passed,unexpected,Test timeout of 15000ms exceeded.
library/browsercontext-proxy.spec.ts › should isolate proxy credentials between contexts,passed,unexpected,Test timeout of 15000ms exceeded.
library/browsercontext-proxy.spec.ts › should isolate proxy credentials between contexts on navigation,passed,unexpected,Test timeout of 15000ms exceeded.
library/browsercontext-reuse.spec.ts › reuse launch › should not cache resources,passed,unexpected,"Error: expect(page).toHaveTitle(expected) failed Expected: ""Count: 1"" Received: ""Count: 0"" Timeout: 10000ms Call log:  - Expect ""toHaveTitle"" with timeout 10000ms  23 × locator resolved to <html>…</html>  - unexpected value ""Count: 0"""
library/browsercontext-reuse.spec.ts › reuse launch › should continue issuing events after closing the reused page,passed,unexpected,"Error: Fetch.continueRequest {""requestId"":""interception-job-3.0""} 7655ECF7B74A31F79CDE1CB80117113C call rejected because the connection has been closed."
library/browsercontext-reuse.spec.ts › reuse launch › should update viewport and media,passed,unexpected,Error: expect(received).toBe(expected) // Object.is equality Expected: true Received: false
library/browsercontext-reuse.spec.ts › reuse connect › should not cache resources,passed,unexpected,"Error: expect(page).toHaveTitle(expected) failed Expected: ""Count: 1"" Received: ""Count: 0"" Timeout: 10000ms Call log:  - Expect ""toHaveTitle"" with timeout 10000ms  23 × locator resolved to <html>…</html>  - unexpected value ""Count: 0"""
library/browsercontext-reuse.spec.ts › reuse connect › should continue issuing events after closing the reused page,passed,unexpected,"Error: Fetch.continueRequest {""requestId"":""interception-job-3.0""} 3B606F8A35BC19036FDB4F0F14E3A41A call rejected because the connection has been closed."
library/browsercontext-reuse.spec.ts › reuse connect › should update viewport and media,passed,unexpected,Error: expect(received).toBe(expected) // Object.is equality Expected: true Received: false
library/browsercontext-route.spec.ts › should support Set-Cookie header,passed,unexpected,"Error: expect(received).toEqual(expected) // deep equality - Expected - 12 + Received + 1 - Array [ - Object { - ""domain"": "".example.com"", - ""expires"": -1, - ""httpOnly"": false, - ""name"": ""name"", - ""path"": ""/"", - ""sameSite"": ""Lax"", - ""secure"": false, - ""value"": ""value"", - }, - ] + Array []"
library/browsercontext-route.spec.ts › should use Set-Cookie header in future requests,passed,unexpected,"Error: expect(received).toEqual(expected) // deep equality - Expected - 12 + Received + 1 - Array [ - Object { - ""domain"": ""localhost"", - ""expires"": -1, - ""httpOnly"": false, - ""name"": ""name"", - ""path"": ""/"", - ""sameSite"": ""Lax"", - ""secure"": false, - ""value"": ""value"", - }, - ] + Array []"
library/browsercontext-route.spec.ts › should fulfill popup main request using alias,passed,unexpected,"Error: expect(locator).toHaveText(expected) failed Locator: locator('body') Expected: ""hello"" Received: """" Timeout: 10000ms Call log:  - Expect ""toHaveText"" locator('body') with timeout 10000ms  - waiting for locator('body')  - waiting for navigation to finish..."
library/browsercontext-set-extra-http-headers.spec.ts › should override extra headers from browser context,passed,unexpected,"Error: expect(received).toBe(expected) // Object.is equality Expected: ""Bar"" Received: ""bAr"""
library/browsercontext-storage-state.spec.ts › should round-trip through the file,passed,unexpected,"Error: expect(received).toEqual(expected) // deep equality Expected: ""username=John Doe"" Received: """""
library/browsercontext-storage-state.spec.ts › should capture cookies,passed,unexpected,"Error: expect(received).toEqual(expected) // deep equality - Expected - 2 + Received + 1  Array [ - ""a=b"", - ""empty="", + """",  ]"
library/browsercontext-storage-state.spec.ts › should work when service worker is intefering and the origin is not open,passed,unexpected,"Error: expect(received).toEqual(expected) // deep equality - Expected - 0 + Received + 4  Array [  Object {  ""name"": ""foo"",  ""value"": ""bar"",  }, + Object { + ""name"": ""fromServiceWorker"", + ""value"": ""yes"", + },  ]"
library/browsercontext-user-agent.spec.ts › should work for navigator.userAgentData and sec-ch-ua headers,passed,unexpected,Error: expect(received).toContain(expected) // indexOf Matcher error: received value must not be null nor undefined Received has value: undefined
library/browsercontext-viewport-mobile.spec.ts › mobile viewport › should support touch emulation,passed,unexpected,Error: expect(received).toBe(expected) // Object.is equality Expected: true Received: false
library/browsercontext-viewport-mobile.spec.ts › mobile viewport › should support window.orientation emulation,passed,unexpected,Error: expect(received).toBe(expected) // Object.is equality Expected: 0 Received: undefined
library/browsercontext-viewport-mobile.spec.ts › mobile viewport › should preserve window.orientation override after navigation,passed,unexpected,Error: expect(received).toBe(expected) // Object.is equality Expected: 90 Received: undefined
library/browsercontext-viewport-mobile.spec.ts › mobile viewport › should fire orientationchange event,passed,unexpected,Test timeout of 15000ms exceeded.
library/browsercontext-viewport-mobile.spec.ts › mobile viewport › default mobile viewports to 980 width,passed,unexpected,Error: expect(received).toBe(expected) // Object.is equality Expected: 980 Received: 320
library/browsercontext-viewport-mobile.spec.ts › mobile viewport › should emulate the hover media feature,passed,unexpected,Error: expect(received).toBe(expected) // Object.is equality Expected: false Received: true
library/browsercontext-viewport.spec.ts › should support touch with null viewport,passed,unexpected,Error: expect(received).toBe(expected) // Object.is equality Expected: true Received: false
library/browsercontext-viewport.spec.ts › should keep touch emulation after screenshot beyond viewport,passed,unexpected,Error: expect(received).toBe(expected) // Object.is equality Expected: true Received: false
library/browsertype-launch.spec.ts › should reject all promises when browser is closed,passed,unexpected,"Error: expect(received).toContain(expected) // indexOf Expected substring: "" closed"" Received string: ""page.evaluate: Execution context was destroyed, most likely because of a navigation"""
library/browsertype-launch.spec.ts › should handle exception and report launch log,passed,unexpected,Test timeout of 15000ms exceeded.
library/channels.spec.ts › should scope context handles,passed,unexpected,"Error: Fetch.continueRequest {""requestId"":""interception-job-2.0""} 3FD1E37DFF2C18C02E6538E9C6EF1FCB call rejected because the connection has been closed."
library/channels.spec.ts › should scope CDPSession handles,passed,unexpected,TypeError: browser.newBrowserCDPSession: crBrowser.newBrowserCDPSession is not a function
library/channels.spec.ts › should not generate dispatchers for subresources w/o listeners,passed,unexpected,"Error: Fetch.continueRequest {""requestId"":""interception-job-3.0""} 942CDAD8476A6579682161B0F80CDCFF call rejected because the connection has been closed."
library/channels.spec.ts › should work with the domain module,passed,unexpected,Test timeout of 15000ms exceeded.
library/chromium/bfcache.spec.ts › bindings should work after restoring from bfcache,passed,unexpected,Test timeout of 15000ms exceeded.
library/chromium/chromium.spec.ts › should create a worker from a service worker,passed,unexpected,Test timeout of 15000ms exceeded.
library/chromium/chromium.spec.ts › should create a worker from service worker with noop routing,passed,unexpected,Test timeout of 15000ms exceeded.
library/chromium/chromium.spec.ts › should emit new service worker on update,passed,unexpected,Test timeout of 15000ms exceeded.
library/chromium/chromium.spec.ts › http credentials › httpCredentials,passed,unexpected,Test timeout of 15000ms exceeded.
library/chromium/chromium.spec.ts › serviceWorkers() should return current workers,passed,unexpected,Test timeout of 15000ms exceeded.
library/chromium/chromium.spec.ts › should close service worker together with the context,passed,unexpected,Test timeout of 15000ms exceeded.
"library/chromium/chromium.spec.ts › serviceWorker(), and fromServiceWorker() work",passed,unexpected,Test timeout of 15000ms exceeded.
library/chromium/chromium.spec.ts › should intercept service worker requests (main and within),passed,unexpected,Test timeout of 15000ms exceeded.
library/chromium/chromium.spec.ts › should report failure (due to content-type) of main service worker request,passed,unexpected,Test timeout of 15000ms exceeded.
library/chromium/chromium.spec.ts › should report failure (due to redirect) of main service worker request,passed,unexpected,Test timeout of 15000ms exceeded.
library/chromium/chromium.spec.ts › should intercept service worker importScripts,passed,unexpected,Test timeout of 15000ms exceeded.
library/chromium/chromium.spec.ts › should report intercepted service worker requests in HAR,passed,unexpected,Test timeout of 15000ms exceeded.
"library/chromium/chromium.spec.ts › should intercept only serviceworker request, not page",passed,unexpected,Test timeout of 15000ms exceeded.
"library/chromium/chromium.spec.ts › should produce network events, routing, and annotations for Service Worker",passed,unexpected,Test timeout of 15000ms exceeded.
"library/chromium/chromium.spec.ts › should produce network events, routing, and annotations for Service Worker (advanced)",passed,unexpected,Test timeout of 15000ms exceeded.
library/chromium/chromium.spec.ts › should intercept service worker update requests,skipped,skipped,fixme
library/chromium/chromium.spec.ts › setOffline,passed,unexpected,Test timeout of 15000ms exceeded.
library/chromium/chromium.spec.ts › setExtraHTTPHeaders,passed,unexpected,Test timeout of 15000ms exceeded.
library/chromium/chromium.spec.ts › PLAYWRIGHT_DISABLE_SERVICE_WORKER_NETWORK,passed,unexpected,Test timeout of 15000ms exceeded.
library/chromium/chromium.spec.ts › should emit console messages from service worker,passed,unexpected,Test timeout of 15000ms exceeded.
library/chromium/chromium.spec.ts › should capture console.log from ServiceWorker start,passed,unexpected,Test timeout of 15000ms exceeded.
library/chromium/chromium.spec.ts › WebUI navigation › should refuse WebUI pages that crash the browser in an isolated context,passed,unexpected,"Error: expect(received).toContain(expected) // indexOf Expected substring: ""Cannot navigate to \""chrome://apps\"""" Received string: ""page.goto: Target page, context or browser has been closed Call log:  - navigating to \""chrome://apps\"", waiting until \""load\"" """
library/chromium/chromium.spec.ts › should fire dialogclosed event when dialog is closed out of band,passed,unexpected,TypeError: browserContext.newCDPSession: crBrowserContext.newCDPSession is not a function
library/chromium/connect-over-cdp.spec.ts › should connect to an existing cdp session,passed,unexpected,Error: browserType.connectOverCDP: connect ECONNREFUSED 127.0.0.1:9438 Call log:  - <ws preparing> retrieving websocket url from http://127.0.0.1:9438/
library/chromium/connect-over-cdp.spec.ts › should cleanup artifacts dir after connectOverCDP disconnects due to ws close,passed,unexpected,Error: browserType.connectOverCDP: connect ECONNREFUSED 127.0.0.1:9455 Call log:  - <ws preparing> retrieving websocket url from http://127.0.0.1:9455/
library/chromium/connect-over-cdp.spec.ts › should write traces to provided artifactsDir on connectOverCDP,passed,unexpected,Error: browserType.connectOverCDP: connect ECONNREFUSED 127.0.0.1:9456 Call log:  - <ws preparing> retrieving websocket url from http://127.0.0.1:9456/
library/chromium/connect-over-cdp.spec.ts › should connectOverCDP and manage downloads in default context,passed,unexpected,Error: browserType.connectOverCDP: connect ECONNREFUSED 127.0.0.1:9458 Call log:  - <ws preparing> retrieving websocket url from http://127.0.0.1:9458/
library/chromium/connect-over-cdp.spec.ts › should connect to an existing cdp session twice,passed,unexpected,Error: browserType.connectOverCDP: connect ECONNREFUSED 127.0.0.1:9459 Call log:  - <ws preparing> retrieving websocket url from http://127.0.0.1:9459/
library/chromium/connect-over-cdp.spec.ts › should connect to existing page with iframe and navigate,passed,unexpected,"Error: Fetch.continueRequest {""requestId"":""interception-job-6.0""} 54293932EE5346D04F2BC11AC2E78674 call rejected because the connection has been closed."
library/chromium/connect-over-cdp.spec.ts › should connect to existing service workers,passed,unexpected,Error: browserType.connectOverCDP: connect ECONNREFUSED 127.0.0.1:9461 Call log:  - <ws preparing> retrieving websocket url from http://127.0.0.1:9461
library/chromium/connect-over-cdp.spec.ts › should connect over a ws endpoint,passed,unexpected,Error: connect ECONNREFUSED 127.0.0.1:9462
